date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:55:57	172/172	---M--	200	added ('OK')	image/png	etag:%22ac-611b5953c1dcb%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/line-menu.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/line-menu.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:55:58	1193/1193	---M--	200	added ('OK')	image/png	etag:%224a9-611b5953e7f32%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/logo.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/logo.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:55:59	5269/5269	---M--	200	added ('OK')	image/png	etag:%221495-611b59514135b%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/circular_text.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/circular_text.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:55:59	55151/55151	---M-Z	200	added ('OK')	text/css	etag:%22d76f-611b594eb4d69-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/css/style.css	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:00	618/618	---M--	200	added ('OK')	image/png	etag:%2226a-611b5952355c6%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/envato.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/envato.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:01	571/571	---M--	200	added ('OK')	image/png	etag:%2223b-611b594fbd7f7%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/apple.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/apple.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:01	609/609	---M--	200	added ('OK')	image/png	etag:%22261-611b595685e67%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/twitter.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/twitter.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:01	323024/323024	---M--	200	added ('OK')	image/jpeg	etag:%224edd0-611b595446ae2%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/olivia-img.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/olivia-img.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:01	799/799	---M--	200	added ('OK')	image/png	etag:%2231f-611b5956b3ccf%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/ux.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/ux.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:02	620/620	---M--	200	added ('OK')	image/png	etag:%2226c-611b594f8e9ef%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/android.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/android.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:02	506/506	---M--	200	added ('OK')	image/png	etag:%221fa-611b5956dfbf6%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/web.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/web.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:03	741/741	---M--	200	added ('OK')	image/png	etag:%222e5-611b595418c7a%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/marketing.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/marketing.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:03	517/517	---M--	200	added ('OK')	image/png	etag:%22205-611b5955b0061%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/shopping_bag.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/shopping_bag.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:04	669/669	---M--	200	added ('OK')	image/png	etag:%2229d-611b59513d4da%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/check.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/check.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:04	615/615	---M--	200	added ('OK')	image/png	etag:%22267-611b59526536e%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/figma.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/figma.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:04	821/821	---M--	200	added ('OK')	image/png	etag:%22335-611b595112553%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/bootstrap.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/bootstrap.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:05	974/974	---M--	200	added ('OK')	image/png	etag:%223ce-611b59520293d%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/css.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/css.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:05	452/452	---M--	200	added ('OK')	image/png	etag:%221c4-611b595272e30%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/flutter.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/flutter.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:06	450/450	---M--	200	added ('OK')	image/png	etag:%221c2-611b5952a0c99%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/framer.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/framer.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:06	920/920	---M--	200	added ('OK')	image/png	etag:%22398-611b595393f63%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/html.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/html.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:07	1352/1352	---M--	200	added ('OK')	image/png	etag:%22548-611b5956e3a77%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/wordpress.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/wordpress.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:07	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-611b5953b71e9%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/kotline.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/kotline.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:08	20699/20699	---M--	200	added ('OK')	image/jpeg	etag:%2250db-611b5951d1bf4%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/content_img.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/content_img.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:10	6078/6078	---M--	200	added ('OK')	image/jpeg	etag:%2217be-611b5954b3155%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/pocket_fm.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/pocket_fm.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:11	153396/153396	---M--	200	added ('OK')	image/jpeg	etag:%2225734-611b5952a79fa%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/food_app.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/food_app.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:11	101253/101253	---M--	200	added ('OK')	image/jpeg	etag:%2218b85-611b5951e44d8%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/crypto_app_img.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/crypto_app_img.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:12	10984/10984	---M--	200	added ('OK')	image/jpeg	etag:%222ae8-611b59516e223%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/city_3Dview.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/city_3Dview.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:12	30088/30088	---M--	200	added ('OK')	image/jpeg	etag:%227588-611b594fc1678%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/bank_app.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/bank_app.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:12	8445/8445	---M--	200	added ('OK')	image/png	etag:%2220fd-611b59561e614%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:13	502/502	---M--	200	added ('OK')	image/png	etag:%221f6-611b595170163%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/collan.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/collan.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:13	538/538	---M--	200	added ('OK')	image/png	etag:%2221a-611b59556e976%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/rating.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/rating.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:14	7900/7900	---M--	200	added ('OK')	image/png	etag:%221edc-611b59562a196%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img2.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img2.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:14	7289/7289	---M--	200	added ('OK')	image/png	etag:%221c79-611b59564f35d%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img3.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img3.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:14	8775/8775	---M--	200	added ('OK')	image/png	etag:%222247-611b59565705e%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img4.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img4.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:15	7081/7081	---M--	200	added ('OK')	image/png	etag:%221ba9-611b59567e165%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img5.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/testimonial_img5.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:16	24854/24854	---M--	200	added ('OK')	image/jpeg	etag:%226116-611b59553dc2d%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/project_sub_images1.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/project_sub_images1.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:18	18510/18510	---M--	200	added ('OK')	image/jpeg	etag:%22484e-611b5955514b1%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/project_sub_images2.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/project_sub_images2.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:19	261596/261596	---M--	200	added ('OK')	image/jpeg	etag:%223fddc-611b59550de85%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/portfolio_big_img.jpg	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/portfolio_big_img.jpg	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:20	165613/165613	---M--	200	added ('OK')	image/png	etag:%22286ed-611b5950a9d61%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_pop_up.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_pop_up.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:21	46465/46465	---M--	200	added ('OK')	image/png	etag:%22b581-611b5950b58e3%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img1.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img1.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:21	55294/55294	---M--	200	added ('OK')	image/png	etag:%22d7fe-611b5950dc9ea%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img2.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img2.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:21	54814/54814	---M--	200	added ('OK')	image/png	etag:%22d61e-611b5950e568b%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img3.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img3.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:21	31840/31840	---M--	200	added ('OK')	image/png	etag:%227c60-611b59510f672%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img4.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_slider_img4.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:22	69425/69425	---M--	200	added ('OK')	image/png	etag:%2210f31-611b5952dd563%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img1.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img1.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:23	135685/135685	---M--	200	added ('OK')	image/png	etag:%2221205-611b5952e6205%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img2.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img2.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:24	159350/159350	---M--	200	added ('OK')	image/png	etag:%2226e76-611b59531cd0e%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img3.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img3.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:24	138893/138893	---M--	200	added ('OK')	image/png	etag:%2221e8d-611b5953259b0%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img4.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img4.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:25	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:%22155ed-611b595841474-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/jquery.min.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/jquery.min.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:25	21124/21124	---M-Z	200	added ('OK')	application/javascript	etag:%225284-611b59583b6b3-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/magnific-popup.min.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/magnific-popup.min.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:25	1317/1317	---M-Z	200	added ('OK')	application/javascript	etag:%22525-611b59586b45b-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/progresscircle.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/progresscircle.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:26	72154/72154	---M-Z	200	added ('OK')	application/javascript	etag:%22119da-611b5958099ca-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/cursor.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/cursor.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:26	164789/164789	---M--	200	added ('OK')	image/png	etag:%22283b5-611b59536515b%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img5.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/gallery_img5.png	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:27	80669/80669	---M-Z	200	added ('OK')	application/javascript	etag:%2213b1d-611b595805b4a-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/bootstrap.bundle.min.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/bootstrap.bundle.min.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:27	42862/42862	---M-Z	200	added ('OK')	application/javascript	etag:%22a76e-611b59589d144-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/slick.min.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/slick.min.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:27	23372/23372	---M-Z	200	added ('OK')	application/javascript	etag:%225b4c-611b595f28ee8-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/hexagon_animation/particles.min.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/hexagon_animation/particles.min.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:27	3428/3428	---M-Z	200	added ('OK')	application/javascript	etag:%22d64-611b5960bc44f-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/spider_animation/spider_animation.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/spider_animation/spider_animation.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:28	9577/9577	---M-Z	200	added ('OK')	application/javascript	etag:%222569-611b59586f2dc-gzip%22	https://up2client.com/envato/olivia/preview/one_page_design/assets/javascript/script.js	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/javascript/script.js	(from https://up2client.com/envato/olivia/preview/one_page_design/olivia_spider/index.html)
17:56:30	470336/470336	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265660146-32029%22	https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.eot?t=1701175860820	C:/My%20Web%20Sites/olivia/cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixiconca45.eot	(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
17:56:30	145956/145956	---M--	200	added ('OK')	application/octet-stream	etag:%2265660146-23a24%22	https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.woff2?t=1701175860820	C:/My%20Web%20Sites/olivia/cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixiconca45.woff2	(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
17:56:31	201264/201264	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265660146-30f8c%22	https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.woff?t=1701175860820	C:/My%20Web%20Sites/olivia/cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixiconca45.woff	(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
17:56:32	27014/27014	---M--	200	added ('OK')	image/png	etag:%226986-611b594ff8182%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/images/blog_img1.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_img1.png	(from https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css)
17:56:32	470164/470164	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265660146-31fb7%22	https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.ttf?t=1701175860820	C:/My%20Web%20Sites/olivia/cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixiconca45.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
17:56:34	2314158/2314158	---M-Z	200	added ('OK')	image/svg+xml	etag:%2265660146-7c765%22	https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.svg?t=1701175860820	C:/My%20Web%20Sites/olivia/cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixiconca45.svg	(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
17:56:34	36093/36093	---M--	200	added ('OK')	image/png	etag:%228cfd-611b59501f289%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/images/blog_img2.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_img2.png	(from https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css)
17:56:35	30514/30514	---M--	200	added ('OK')	image/png	etag:%227732-611b595028eca%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/images/blog_img3.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_img3.png	(from https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css)
17:56:35	35003/35003	---M--	200	added ('OK')	image/png	etag:%2288bb-611b595050f71%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/images/blog_img4.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_img4.png	(from https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css)
17:56:36	33537/33537	---M--	200	added ('OK')	image/png	etag:%228301-611b59505caf3%22	https://up2client.com/envato/olivia/preview/one_page_design//assets/images/blog_img5.png	C:/My%20Web%20Sites/olivia/up2client.com/envato/olivia/preview/one_page_design/assets/images/blog_img5.png	(from https://up2client.com/envato/olivia/preview/one_page_design//assets/css/style.css)
17:56:37	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2027%20Nov%202025%2014:56:38%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/remixicon/3.6.0/remixicon.css)
